856484	855060	0
856484	850330	0
856484	852377	0
856484	855200	0
856484	854836	0
852091	856484	1
856058	856484	1
852265	855450	0
852265	856484	0
852265	853283	0
852265	852091	1
852265	856058	1
852931	855450	0
852931	856484	0
852931	853283	0
852931	852091	1
852931	856058	1
851396	852265	0
851396	852931	0
851076	851396	0
851076	853313	0
856382	851076	0
850930	855450	0
850930	850325	0
850930	856382	0
850930	851676	0
850930	856924	0
850930	855418	0
850930	854036	0
856854	850930	0
856854	851076	0
856854	850325	0
856854	853313	0
856854	851190	0
853696	852582	0
853696	850879	0
853696	856847	0
856425	856016	0
856425	852582	0
856425	850879	0
856425	856847	0
851145	856294	0
856294	852169	0
856294	854647	0
856294	855450	0
855438	852961	0
855438	851086	0
854046	852961	0
854046	851086	0
854170	852961	0
854170	851086	0
852169	853350	0
853350	854406	0
853350	855963	0
854406	856425	0
854406	853696	0
855963	856425	0
855963	853696	0
856016	852920	0
856016	851055	0
856016	855353	0
856016	853696	0
854659	851363	0
850692	850436	0
850692	855765	0
850436	853313	0
855765	853313	0
853313	850803	0
850803	855208	0
850803	852480	0
850803	853803	0
850803	855053	0
850803	855554	1
850803	850768	0
850803	853760	1
850803	852431	1
853803	855060	0
853803	851843	0
853803	852979	0
855053	855060	0
855053	851843	0
855053	852979	0
852897	850930	0
851363	850692	1
856191	850325	0
850325	851076	0
852030	850930	0
852072	853677	0
855577	853677	0
850518	856394	0
853677	856394	0
852791	850518	0
855914	850518	0
856394	854387	1
856394	853548	1
854387	853283	0
854387	856382	0
854387	855418	0
854387	854036	0
854387	851680	0
853548	853283	0
853548	856382	0
853548	855418	0
853548	854036	0
853548	851680	0
852499	850930	0
852499	851190	0
852499	856382	0
852499	855418	0
852499	854036	0
853283	851190	0
853283	855239	1
853283	855819	1
853283	852457	1
856807	852265	1
856807	852931	1
856807	856425	1
856807	850803	1
854383	852265	1
854383	852931	1
854383	856425	1
854383	850803	1
856537	850518	1
856537	853677	1
855568	850518	1
855568	853677	1
856862	850518	1
856862	853677	1
851173	856394	1
851190	850930	0
851985	850930	1
854294	850930	1
855988	850930	1
855674	852265	1
855674	852931	1
855674	856425	1
854797	852791	1
854797	855914	1
851558	850803	1
855208	851539	0
855208	854095	0
855554	854014	1
855554	852410	0
855554	850445	0
852410	854014	1
850445	854014	1
852480	851539	0
852480	854095	0
850768	852457	1
850768	853003	1
850768	856237	1
853760	853252	1
852431	853252	1
853252	852457	1
853252	853002	1
853252	856236	1
855418	851076	0
854036	851076	0
851722	852897	0
850811	852897	0
851676	856382	0
856924	856382	0
852905	852961	0
852905	851086	0
851042	852961	0
851042	851086	0
852961	856294	0
851086	856294	0
852077	852169	0
852101	852169	0
854053	852169	0
854693	856425	1
855052	852457	0
855052	853002	0
855052	856236	0
856899	856294	1
851997	856294	1
850879	852920	0
850879	851055	0
850879	855353	0
852582	852920	0
852582	851055	0
852582	855353	0
850639	854406	0
850639	855963	0
850639	856425	0
851274	852984	0
851274	854700	0
851274	854555	0
