851834	851520	0.6
850334	851024	0.6
851834	855421	0.6
853389	855319	0.6
851421	855043	0.6
852719	852592	0.6
851700	854071	0.6
850785	856311	0.6
855711	856758	0.6
852422	852666	0.6
853350	850756	0.6
856221	853097	0.6
852719	850442	0.6
850641	851798	0.6
852719	856119	0.6
853350	850569	0.6
854408	855068	0.6
853718	855728	0.6
851834	852049	0.6
852316	852378	0.6
855538	852763	0.6
856870	856781	0.6
852577	854519	0.6
852433	854192	0.6
853350	853922	0.6
853252	851957	0.6
852316	854116	0.6
855898	853535	0.6
856866	856899	0.6
851513	851412	0.6
853733	854076	0.6
852077	852439	0.6
851533	854085	0.6
855409	856287	0.6
850803	856231	0.6
855409	851055	0.6
854776	850893	0.6
852169	854071	0.6
850334	856507	0.6
855963	850877	0.6
854844	853362	0.6
855783	850567	0.6
851533	854431	0.6
855538	856749	0.6
856065	855068	0.6
856425	850884	0.6
851480	855841	0.6
851457	853997	0.6
850585	856862	0.6
850785	855678	0.6
850803	854204	0.6
853313	853369	0.6
850441	854501	0.6
853338	853717	0.6
853338	852624	0.6
853733	855006	0.6
855898	856781	0.6
854713	850893	0.6
853117	853369	0.6
853350	856449	0.6
855963	850329	0.6
856290	851797	0.6
856065	851499	0.6
850785	856231	0.6
854713	851055	0.6
850441	856925	0.6
852719	851756	0.6
855950	851088	0.6
856065	855591	0.6
855409	854689	0.6
852077	856449	0.6
853252	850756	0.6
855514	854701	0.6
856290	853609	0.6
854441	856012	0.6
852046	853774	0.6
854713	856566	0.6
855409	852678	0.6
852088	856749	0.6
853313	855613	0.6
852351	852276	0.6
852265	852989	0.6
851700	854072	0.6
854227	854204	0.6
852719	852726	0.6
850641	853445	0.6
853275	854322	0.6
853635	853438	0.6
851339	855043	0.6
855409	852778	0.6
854441	856863	0.6
855538	856862	0.6
854227	851748	0.6
850441	852522	0.6
856502	852286	0.6
853275	854999	0.6
850706	853369	0.6
852046	856113	0.6
855418	852920	0.6
853275	851415	0.6
852719	852497	0.6
851533	855843	0.6
855514	854204	0.6
855897	856914	0.6
852077	856906	0.6
854441	853860	0.6
854227	854469	0.6
850641	856012	0.6
855892	855356	0.6
850941	855983	0.6
850585	854439	0.6
855170	851788	0.6
853350	855547	0.6
853389	853997	0.6
856870	850304	0.6
853350	853682	0.6
856221	852702	0.6
853992	851797	0.6
852265	852193	0.6
852433	855404	0.6
855409	852526	0.6
854227	851520	0.6
853686	856924	0.6
854257	852617	0.6
856870	851592	0.6
850706	854519	0.6
850785	851706	0.6
856502	851475	0.6
855409	851706	0.6
851533	852499	0.6
852719	853364	0.6
854992	852086	0.6
856537	850552	0.6
855514	852989	0.6
856866	851957	0.6
851368	851055	0.6
852077	854116	0.6
855409	853369	0.6
850785	851271	0.6
851216	853830	0.6
855409	850518	0.6
852316	850375	0.6
854713	855478	0.6
850641	855269	0.6
851533	855144	0.6
854713	854822	0.6
852351	856924	0.6
851396	851787	0.6
850785	853982	0.6
852719	850760	0.6
856065	853365	0.6
851533	854883	0.6
852719	851962	0.6
854408	856012	0.6
855130	854072	0.6
856870	853408	0.6
851834	850447	0.6
850585	853369	0.6
855897	852526	0.6
855561	854677	0.6
851457	855110	0.6
855674	853824	0.6
856870	854350	0.6
854227	856911	0.6
850641	856095	0.6
855963	852563	0.6
855256	855728	0.6
856870	850912	0.6
