856484	855060	0.8
856484	850330	0.8
856484	852377	0.8
856484	855200	0.8
856484	854836	0.8
852091	856484	0.8
856058	856484	0.8
852265	855450	0.8
852265	856484	0.8
852265	853283	0.8
852265	852091	0.8
852265	856058	0.8
852931	855450	0.8
852931	856484	0.8
852931	853283	0.8
852931	852091	0.8
852931	856058	0.8
851396	852265	0.8
851396	852931	0.8
851076	851396	0.8
851076	853313	0.8
856382	851076	0.8
850930	855450	0.8
850930	850325	0.8
850930	856382	0.8
850930	851676	0.8
850930	856924	0.8
850930	855418	0.8
850930	854036	0.8
856854	850930	0.8
856854	851076	0.8
856854	850325	0.8
856854	853313	0.8
856854	851190	0.8
853696	852582	0.8
853696	850879	0.8
853696	856847	0.8
856425	856016	0.8
856425	852582	0.8
856425	850879	0.8
856425	856847	0.8
851145	856294	0.8
856294	852169	0.8
856294	854647	0.8
856294	855450	0.8
855438	852961	0.8
855438	851086	0.8
854046	852961	0.8
854046	851086	0.8
854170	852961	0.8
854170	851086	0.8
852169	853350	0.8
853350	854406	0.8
853350	855963	0.8
854406	856425	0.8
854406	853696	0.8
855963	856425	0.8
855963	853696	0.8
856016	852920	0.8
856016	851055	0.8
856016	855353	0.8
856016	853696	0.8
854659	851363	0.8
850692	850436	0.8
850692	855765	0.8
850436	853313	0.8
855765	853313	0.8
853313	850803	0.8
850803	855208	0.8
850803	852480	0.8
850803	853803	0.8
850803	855053	0.8
850803	855554	0.8
850803	850768	0.8
850803	853760	0.8
850803	852431	0.8
853803	855060	0.8
853803	851843	0.8
853803	852979	0.8
855053	855060	0.8
855053	851843	0.8
855053	852979	0.8
852897	850930	0.8
851363	850692	0.8
856191	850325	0.8
850325	851076	0.8
852030	850930	0.8
852072	853677	0.8
855577	853677	0.8
850518	856394	0.8
853677	856394	0.8
852791	850518	0.8
855914	850518	0.8
856394	854387	0.8
856394	853548	0.8
854387	853283	0.8
854387	856382	0.8
854387	855418	0.8
854387	854036	0.8
854387	851680	0.8
853548	853283	0.8
853548	856382	0.8
853548	855418	0.8
853548	854036	0.8
853548	851680	0.8
852499	850930	0.8
852499	851190	0.8
852499	856382	0.8
852499	855418	0.8
852499	854036	0.8
853283	851190	0.8
853283	855239	0.8
853283	855819	0.8
853283	852457	0.8
856807	852265	0.8
856807	852931	0.8
856807	856425	0.8
856807	850803	0.8
854383	852265	0.8
854383	852931	0.8
854383	856425	0.8
854383	850803	0.8
856537	850518	0.8
856537	853677	0.8
855568	850518	0.8
855568	853677	0.8
856862	850518	0.8
856862	853677	0.8
851173	856394	0.8
851190	850930	0.8
851985	850930	0.8
854294	850930	0.8
855988	850930	0.8
855674	852265	0.8
855674	852931	0.8
855674	856425	0.8
854797	852791	0.8
854797	855914	0.8
851558	850803	0.8
855208	851539	0.8
855208	854095	0.8
855554	854014	0.8
855554	852410	0.8
855554	850445	0.8
852410	854014	0.8
850445	854014	0.8
852480	851539	0.8
852480	854095	0.8
850768	852457	0.8
850768	853003	0.8
850768	856237	0.8
853760	853252	0.8
852431	853252	0.8
853252	852457	0.8
853252	853002	0.8
853252	856236	0.8
855418	851076	0.8
854036	851076	0.8
851722	852897	0.8
850811	852897	0.8
851676	856382	0.8
856924	856382	0.8
852905	852961	0.8
852905	851086	0.8
851042	852961	0.8
851042	851086	0.8
852961	856294	0.8
851086	856294	0.8
852077	852169	0.8
852101	852169	0.8
854053	852169	0.8
854693	856425	0.8
855052	852457	0.8
855052	853002	0.8
855052	856236	0.8
856899	856294	0.8
851997	856294	0.8
850879	852920	0.8
850879	851055	0.8
850879	855353	0.8
852582	852920	0.8
852582	851055	0.8
852582	855353	0.8
850639	854406	0.8
850639	855963	0.8
850639	856425	0.8
851274	852984	0.8
851274	854700	0.8
851274	854555	0.8
